District,Year,Yield,Rainfall,Temperature,Humidity,Sunlight,Soil_Moisture,Soil_Type,Pest_Risk,PFJ_Policy,Yield_Lag1,Growing_Degree_Days,Water_Availability,Climate_Stress,Moisture_Temp_Ratio,Rainfall_per_Sun,Years_Since_PFJ,Yield_Change,Yield_Growth_Rate
Akyemansa,2014,2.1,801.72,25.29673202614379,87.5229411764706,16.47751633986928,0.7133986928104575,Forest Ochrosol,0,0,1.9,416.8273153060788,571.946,0.2857647033633318,0.0271287965402396,45.87150624892486,0,0.20000000000000018,0.10520778537611794
Amansie Central,2014,1.3,847.1899999999999,25.34921568627451,87.9037908496732,16.47751633986928,0.7141176470588235,Forest Ochrosol,0,0,1.1,417.69211567345883,604.9933294117646,0.2851308751179949,0.027102045676100046,48.473134484641335,0,0.19999999999999996,0.181653042688465
Amansie West,2014,2.4,773.87,25.29954248366013,86.65535947712418,16.47751633986928,0.6916993464052288,Forest Ochrosol,0,0,2.4,416.87362466572677,535.2853732026144,0.288625163761523,0.026300812907105918,44.27803041068638,0,0.0,0.0
Amenfi East,2014,1.2,847.1899999999999,25.34921568627451,87.9037908496732,15.431503267973856,0.7141176470588235,Forest Ochrosol,0,0,1.39,391.1765047033192,604.9933294117646,0.2851308751179949,0.027102045676100046,51.558885768609635,0,-0.18999999999999995,-0.13659237958303377
Amenfi West,2014,1.2,950.22,25.094771241830067,89.3570588235294,15.431503267973856,0.7686274509803921,Forest Ochrosol,0,0,1.41,387.250044427357,730.3651764705882,0.2777289518779165,0.02945522855353788,57.82915808147907,0,-0.20999999999999996,-0.14883061658398297
Aowin Suaman,2014,1.2,1046.41,25.08359477124183,89.72562091503268,15.431503267973856,0.783921568627451,Forest Ochrosol,0,0,1.48,387.07757468495026,820.303368627451,0.2764775211043569,0.03005419979502805,63.6831568563496,0,-0.28,-0.18906144496961516
Asante Akim North,2014,1.4,612.92,26.63437908496732,80.08562091503268,17.00509803921569,0.566797385620915,Forest Ochrosol,0,0,1.3,452.92022755350513,347.40145359477117,0.3284722837958746,0.02051058878067009,34.04146973624027,0,0.09999999999999987,0.07686395080707138
Asante Akim South,2014,1.2,762.8,25.32640522875817,86.07594771241831,16.47751633986928,0.680326797385621,Forest Ochrosol,0,0,1.1,417.31625598701345,518.9532810457516,0.2908542013507853,0.025841993674185815,43.644645221124435,0,0.09999999999999987,0.0908265213442324
Ashaiman,2014,1.02,596.92,26.12934640522876,85.77169934640523,16.374771241830068,0.7824836601307189,Coastal Savannah,0,0,1.3,427.86207008415573,467.0801464052287,0.30112751740537674,0.028842702232587048,34.35556023683952,0,-0.28,-0.2152190622598002
Asikuma Odoben Brakwa,2014,2.1,803.99,25.40856209150327,88.08261437908496,16.374771241830068,0.7108496732026144,Forest Ochrosol,0,0,2.1,416.0593918322014,571.5160287581699,0.2852247014594663,0.026917394091339954,46.273414988300964,0,0.0,0.0
Assin North,2014,0.86,801.72,25.29673202614379,87.5229411764706,15.692745098039214,0.7133986928104575,Forest Ochrosol,0,0,0.62,396.97516749967957,571.946,0.2857647033633318,0.0271287965402396,48.028050227291416,0,0.24,0.3864734299516908
Assin South,2014,2.38,803.99,25.40856209150327,88.08261437908496,15.692745098039214,0.7108496732026144,Forest Ochrosol,0,0,2.4,398.73008820966294,571.5160287581699,0.2852247014594663,0.026917394091339954,48.164037447288365,0,-0.020000000000000018,-0.008329862557267814
Asunafo North,2014,1.77,792.85,25.265032679738564,86.81490196078431,16.022287581699345,0.6542483660130719,Forest Ochrosol,0,0,1.8,404.80361935580333,518.720816993464,0.28770780488966696,0.0249094822759453,46.577171029139045,0,-0.030000000000000027,-0.016657412548584136
Asunafo South,2014,1.77,879.71,25.131045751633987,88.22529411764705,16.022287581699345,0.7416993464052288,Forest Ochrosol,0,0,1.69,402.6568422615233,652.4803320261439,0.28165831225501725,0.028383837120596292,51.67989295080268,0,0.08000000000000007,0.04730928444707278
Asuogyaman,2014,1.8,593.88,26.49248366013072,80.62673202614378,17.04830065359477,0.6038562091503268,Forest Ochrosol,0,0,1.9,451.65182649835526,358.61812549019606,0.3245564657867913,0.02196441095011114,32.905036956025775,0,-0.09999999999999987,-0.05260389268805885
Asutifi,2014,1.83,792.85,25.265032679738564,86.81490196078431,16.52640522875817,0.6542483660130719,Forest Ochrosol,0,0,1.86,417.5401681831774,518.720816993464,0.28770780488966696,0.0249094822759453,45.23745683450555,0,-0.030000000000000027,-0.016120365394948967
Atebubu Amantin,2014,2.03,607.59,26.73653594771242,79.26764705882353,17.734771241830067,0.5577777777777778,Forest Ochrosol,0,0,2.01,474.166348831646,338.90020000000004,0.3330923096340267,0.02010985722331273,32.43114058651558,0,0.020000000000000018,0.009945300845350582
Atiwa,2014,2.33,696.61,25.33372549019608,86.00738562091503,17.00509803921569,0.6522222222222221,Forest Ochrosol,0,0,2.3,430.8024856593619,454.34452222222217,0.2911675291632519,0.024767563650082147,38.689597717422075,0,0.03000000000000025,0.01303780964797925
Atwima Kwanwoma,2014,1.2,684.54,25.411633986928106,84.33045751633986,16.47751633986928,0.6189542483660131,Forest Ochrosol,0,0,1.1,418.72061424238535,423.69894117647056,0.29780262202463936,0.023434909353671634,39.16689229112286,0,0.09999999999999987,0.0908265213442324
Atwima Mponua,2014,1.5,773.87,25.29954248366013,86.65535947712418,16.022287581699345,0.6916993464052288,Forest Ochrosol,0,0,1.4,405.3565453586227,535.2853732026144,0.288625163761523,0.026300812907105918,45.462162255558844,0,0.10000000000000009,0.07137758743754469
Atwima Nwabiagya,2014,1.5,773.87,25.29954248366013,86.65535947712418,16.47751633986928,0.6916993464052288,Forest Ochrosol,0,0,1.5,416.87362466572677,535.2853732026144,0.288625163761523,0.026300812907105918,44.27803041068638,0,0.0,0.0
Awutu Senya,2014,1.72,717.51,25.73444444444444,86.50784313725491,16.374771241830068,0.7107843137254902,Forest Ochrosol,0,0,1.71,421.3956408133624,509.9948529411765,0.2940815762546027,0.02658683688761653,41.2960832700106,0,0.010000000000000009,0.0058445353594389305
Bawku,2014,1.36,665.58,28.135686274509805,72.04542483660131,20.283137254901963,0.5528758169934641,Savanna Ochrosol,0,0,1.3,570.6799864667437,367.98308627450984,0.38518067815264023,0.01897589820896594,31.27264519457547,0,0.06000000000000005,0.046118370484242936
Bawku West,2014,1.4,646.89,28.413790849673205,71.07366013071896,19.656143790849672,0.600392156862745,Savanna Ochrosol,0,0,1.6,558.5055585843052,388.3876823529411,0.3942326613930737,0.020411927178349932,31.317074791402327,0,-0.20000000000000018,-0.1249219237976266
Bekwai,2014,2.5,773.87,25.29954248366013,86.65535947712418,16.47751633986928,0.6916993464052288,Forest Ochrosol,0,0,2.4,416.87362466572677,535.2853732026144,0.288625163761523,0.026300812907105918,44.27803041068638,0,0.10000000000000009,0.041649312786339064
Berekum,2014,1.97,701.23,25.524444444444445,84.41398692810458,16.52640522875817,0.5977777777777777,Forest Ochrosol,0,0,1.98,421.8273121278141,419.1797111111111,0.29883213935358277,0.022536863270777478,40.00991594382333,0,-0.010000000000000009,-0.005047955577990919
Bia,2014,2.05,1046.41,25.08359477124183,89.72562091503268,15.831830065359476,0.783921568627451,Forest Ochrosol,0,0,2.76,397.11920984664016,820.303368627451,0.2764775211043569,0.03005419979502805,62.16852213554308,0,-0.71,-0.25715320536037667
Biakoye,2014,2.4,596.92,26.12934640522876,85.77169934640523,16.374771241830068,0.7824836601307189,Tropical Black Earth,0,0,2.3,427.86207008415573,467.0801464052287,0.30112751740537674,0.028842702232587048,34.35556023683952,0,0.10000000000000009,0.04345936549326384
Bibiani Anhwiaso Bekwai,2014,1.2,879.71,25.131045751633987,88.22529411764705,16.022287581699345,0.7416993464052288,Forest Ochrosol,0,0,1.43,402.6568422615233,652.4803320261439,0.28165831225501725,0.028383837120596292,51.67989295080268,0,-0.22999999999999998,-0.16072676450034942
Birim Central,2014,2.6,801.72,25.29673202614379,87.5229411764706,16.374771241830068,0.7133986928104575,Forest Ochrosol,0,0,2.51,414.228200093981,571.946,0.2857647033633318,0.0271287965402396,46.1427657861673,0,0.0900000000000003,0.03584229390681016
Birim North,2014,2.0,762.8,25.32640522875817,86.07594771241831,17.00509803921569,0.680326797385621,Forest Ochrosol,0,0,1.9,430.67800389593754,518.9532810457516,0.2908542013507853,0.025841993674185815,42.3657787554723,0,0.10000000000000009,0.05260389268805897
Birim South,2014,2.55,801.72,25.29673202614379,87.5229411764706,15.692745098039214,0.7133986928104575,Forest Ochrosol,0,0,2.52,396.97516749967957,571.946,0.2857647033633318,0.0271287965402396,48.028050227291416,0,0.029999999999999805,0.011900039666798812
Bole,2014,1.25,503.07,27.29875816993464,75.74627450980392,18.76666666666667,0.604640522875817,Savanna Ochrosol,0,0,1.25,512.3066949891069,304.1765078431373,0.35570141149258483,0.021366327075023502,25.4504215851602,0,0.0,0.0
Bolga,2014,1.6,646.89,28.413790849673205,71.07366013071896,19.656143790849672,0.600392156862745,Savanna Ochrosol,0,0,1.73,558.5055585843052,388.3876823529411,0.3942326613930737,0.020411927178349932,31.317074791402327,0,-0.1299999999999999,-0.07510109763142686
Bongo,2014,1.34,646.89,28.413790849673205,71.07366013071896,19.656143790849672,0.600392156862745,Savanna Ochrosol,0,0,1.56,558.5055585843052,388.3876823529411,0.3942326613930737,0.020411927178349932,31.317074791402327,0,-0.21999999999999997,-0.1409352978859705
Bosome Freho,2014,1.2,762.8,25.32640522875817,86.07594771241831,16.47751633986928,0.680326797385621,Forest Ochrosol,0,0,1.1,417.31625598701345,518.9532810457516,0.2908542013507853,0.025841993674185815,43.644645221124435,0,0.09999999999999987,0.0908265213442324
Builsa,2014,1.4,652.57,28.605294117647052,70.90307189542483,20.085098039215687,0.5247058823529411,Savanna Ochrosol,0,0,1.3,574.5401367935408,342.40731764705885,0.39783132157761397,0.0177233801585567,30.949346253278033,0,0.09999999999999987,0.07686395080707138
Bunkpurugu/Yunyoo,2014,1.2,741.18,27.739215686274516,75.21588235294118,19.452222222222225,0.5516339869281046,Savanna Ochrosol,0,0,1.2,539.5893877995645,408.86007843137253,0.3639558426656994,0.019194469081894882,36.239582767425425,0,0.0,0.0
Cape Coast,2014,1.44,846.06,25.81816993464052,86.92934640522876,15.692745098039214,0.8100653594771242,Forest Ochrosol,0,0,1.39,405.15795968217344,685.3638980392157,0.29362404009755305,0.03020584034821773,50.68429398705555,0,0.050000000000000044,0.035945363048166826
Central Gonja,2014,1.31,506.1,28.11516339869281,74.81901960784313,18.27124183006536,0.5279084967320261,Savanna Ochrosol,0,0,1.31,513.6989495493186,267.1744901960784,0.37081940051602075,0.018131737387251885,26.26192979481092,0,0.0,0.0
Chereponi,2014,1.3,707.39,27.806470588235296,76.4627450980392,19.452222222222225,0.571764705882353,Savanna Ochrosol,0,0,1.31,540.8976450980393,404.46063529411765,0.3589657267250545,0.01984848175450777,34.587439561036554,0,-0.010000000000000009,-0.007627765064836011
Dangme East,2014,0.47,501.11,26.572941176470582,82.70130718954248,16.873529411764707,0.638562091503268,Coastal Savannah,0,0,0.5,448.37930449826985,319.9898496732026,0.3174734310456572,0.023159012577453512,28.036432450222147,0,-0.030000000000000027,-0.05988023952095814
Dormaa,2014,1.79,898.39,25.163398692810457,88.35209150326799,16.52640522875817,0.7305882352941176,Forest Ochrosol,0,0,1.8,415.8605237301892,656.3531647058824,0.28162070153545454,0.027924056957282038,51.25922790635232,0,-0.010000000000000009,-0.0055524708495280455
Dormaa East,2014,1.8,701.23,25.524444444444445,84.41398692810458,16.52640522875817,0.5977777777777777,Forest Ochrosol,0,0,1.84,421.8273121278141,419.1797111111111,0.29883213935358277,0.022536863270777478,40.00991594382333,0,-0.040000000000000036,-0.021727322107550264
East Gonja,2014,1.19,615.18,27.729281045751637,77.32398692810457,18.037712418300654,0.5471895424836601,Savanna Ochrosol,0,0,1.45,500.17279706950325,336.62006274509804,0.35403306360291636,0.019046405707551676,32.3137563213024,0,-0.26,-0.17918676774638184
East Mamprusi,2014,1.05,696.64,28.227385620915037,72.74856209150327,19.656143790849672,0.5137254901960784,Savanna Ochrosol,0,0,1.0,554.8415506044685,357.88172549019606,0.3827516743430469,0.017576854011480857,33.72555918731549,0,0.050000000000000044,0.04995004995005
Effutu,2014,1.86,717.51,25.73444444444444,86.50784313725491,16.374771241830068,0.7107843137254902,Forest Ochrosol,0,0,1.75,421.3956408133624,509.9948529411765,0.2940815762546027,0.02658683688761653,41.2960832700106,0,0.1100000000000001,0.06282124500285557
Ejura Sekyedumase,2014,1.4,607.59,26.73653594771242,79.26764705882353,17.734771241830067,0.5577777777777778,Forest Ochrosol,0,0,1.3,474.166348831646,338.90020000000004,0.3330923096340267,0.02010985722331273,32.43114058651558,0,0.09999999999999987,0.07686395080707138
Ejusu Juaben,2014,1.2,687.13,25.801830065359475,83.04254901960785,16.47751633986928,0.611437908496732,Forest Ochrosol,0,0,1.1,425.1500765004912,420.13733006535944,0.3070091324733581,0.022813289503204347,39.31508268326066,0,0.09999999999999987,0.0908265213442324
Fanteakwa,2014,1.85,593.88,26.49248366013072,80.62673202614378,17.00509803921569,0.6038562091503268,Forest Ochrosol,0,0,1.85,450.50728194284255,358.61812549019606,0.3245564657867913,0.02196441095011114,32.983991462113124,0,0.0,0.0
Ga East,2014,1.3,596.92,26.12934640522876,85.77169934640523,16.374771241830068,0.7824836601307189,Coastal Savannah,0,0,1.75,427.86207008415573,467.0801464052287,0.30112751740537674,0.028842702232587048,34.35556023683952,0,-0.44999999999999996,-0.2569960022844089
Ga South,2014,1.14,717.51,25.73444444444444,86.50784313725491,16.374771241830068,0.7107843137254902,Coastal Savannah,0,0,1.65,421.3956408133624,509.9948529411765,0.2940815762546027,0.02658683688761653,41.2960832700106,0,-0.51,-0.3089036947304664
Ga West,2014,1.03,717.51,25.73444444444444,86.50784313725491,16.374771241830068,0.7107843137254902,Coastal Savannah,0,0,1.12,421.3956408133624,509.9948529411765,0.2940815762546027,0.02658683688761653,41.2960832700106,0,-0.09000000000000008,-0.08028545941124003
Garu Tempane,2014,1.4,665.58,28.135686274509805,72.04542483660131,19.656143790849672,0.5528758169934641,Savanna Ochrosol,0,0,1.6,553.0390950660003,367.98308627450984,0.38518067815264023,0.01897589820896594,32.221890336319255,0,-0.20000000000000018,-0.1249219237976266
Gomoa East,2014,1.95,717.51,25.73444444444444,86.50784313725491,16.374771241830068,0.7107843137254902,Forest Ochrosol,0,0,1.8,421.3956408133624,509.9948529411765,0.2940815762546027,0.02658683688761653,41.2960832700106,0,0.1499999999999999,0.08328706274292055
Gomoa West,2014,1.77,717.51,25.73444444444444,86.50784313725491,16.374771241830068,0.7107843137254902,Forest Ochrosol,0,0,1.79,421.3956408133624,509.9948529411765,0.2940815762546027,0.02658683688761653,41.2960832700106,0,-0.020000000000000018,-0.011166945840312685
Gushiegu,2014,1.35,707.39,27.806470588235296,76.4627450980392,18.79437908496732,0.571764705882353,Savanna Ochrosol,0,0,1.23,522.6053492502884,404.46063529411765,0.3589657267250545,0.01984848175450777,35.736912835887914,0,0.1200000000000001,0.09748172217709189
Ho,2014,1.6,536.85,26.613594771241832,80.32790849673202,17.04830065359477,0.5601960784313725,Tropical Black Earth,0,0,1.51,453.71656513306846,300.7412647058824,0.32723815555039437,0.02028696673041601,29.745182679737383,0,0.09000000000000008,0.05956320317670423
Hohoe,2014,2.4,612.42,26.011633986928107,80.8575816993464,17.258169934640524,0.5701307189542484,Tropical Black Earth,0,0,2.19,448.9131996240763,349.15945490196077,0.3177669489732287,0.02110685785355136,33.542244496151774,0,0.20999999999999996,0.09584664536741214
Jaman North,2014,1.73,601.87,26.252352941176472,80.31320261437908,16.52640522875817,0.5669281045751634,Forest Ochrosol,0,0,1.81,433.8570229142637,341.2170183006536,0.3228547406461902,0.02080290482802948,34.34075568516599,0,-0.08000000000000007,-0.04417448923246829
Jaman South,2014,1.85,701.23,25.524444444444445,84.41398692810458,16.52640522875817,0.5977777777777777,Forest Ochrosol,0,0,1.85,421.8273121278141,419.1797111111111,0.29883213935358277,0.022536863270777478,40.00991594382333,0,0.0,0.0
Jasikan,2014,2.4,726.2,25.159411764705883,83.78503267973856,17.258169934640524,0.6530065359477124,Tropical Black Earth,0,0,2.31,434.20540369088815,474.2133464052288,0.2967435521283739,0.02496258485554881,39.77397529980311,0,0.08999999999999986,0.038944180008654204
Jirapa,2014,1.7,738.34,27.803464052287584,73.1750980392157,20.091045751633985,0.5537254901960784,Savanna Ochrosol,0,0,1.79,558.6006683284206,408.8376784313726,0.37483555515610034,0.01922426723365245,35.00727316675602,0,-0.09000000000000008,-0.05025125628140708
Jomoro,2014,1.2,950.22,25.094771241830067,89.3570588235294,15.431503267973856,0.7686274509803921,Forest Ochrosol,0,0,1.29,387.250044427357,730.3651764705882,0.2777289518779165,0.02945522855353788,57.82915808147907,0,-0.09000000000000008,-0.06971340046475608
K. M. A.,2014,1.3,596.92,26.12934640522876,85.77169934640523,16.374771241830068,0.7824836601307189,Forest Ochrosol,0,0,1.2,427.86207008415573,467.0801464052287,0.30112751740537674,0.028842702232587048,34.35556023683952,0,0.10000000000000009,0.08326394671107419
Kadjebi,2014,2.4,726.2,25.159411764705883,83.78503267973856,17.258169934640524,0.6530065359477124,Tropical Black Earth,0,0,2.26,434.20540369088815,474.2133464052288,0.2967435521283739,0.02496258485554881,39.77397529980311,0,0.14000000000000012,0.06191950464396291
Karaga,2014,1.24,640.2,28.22490196078431,74.15692810457516,18.79437908496732,0.5517647058823529,Savanna Ochrosol,0,0,1.45,530.4695070870179,353.23976470588235,0.37554624267654346,0.018879950619603212,32.342514875154365,0,-0.20999999999999996,-0.1447277739490007
Kassena Nankana East,2014,1.1,613.74,28.711372549019607,68.42333333333333,20.085098039215687,0.5075816993464052,Savanna Ochrosol,0,0,1.0,576.6707324875048,311.5231921568627,0.4135694898307909,0.017083751297889936,29.107761266204175,0,0.10000000000000009,0.0999000999001
Kassena Nankana West,2014,1.11,613.74,28.711372549019607,68.42333333333333,20.085098039215687,0.5075816993464052,Savanna Ochrosol,0,0,1.0,576.6707324875048,311.5231921568627,0.4135694898307909,0.017083751297889936,29.107761266204175,0,0.1100000000000001,0.10989010989011
Keta,2014,1.03,492.78,26.598823529411764,84.0797385620915,16.873529411764707,0.7628104575163399,Tropical Black Earth,0,0,0.98,448.8160311418685,375.897737254902,0.31263405340626244,0.02763923819808555,27.570380121770608,0,0.050000000000000044,0.05096839959225285
Ketu North,2014,2.2,492.78,26.598823529411764,84.0797385620915,17.04830065359477,0.7628104575163399,Tropical Black Earth,0,0,2.01,453.46474056132246,375.897737254902,0.31263405340626244,0.02763923819808555,27.303401547771234,0,0.1900000000000004,0.09448035803083064
Ketu South,2014,1.44,492.78,26.598823529411764,84.0797385620915,16.581633986928107,0.7628104575163399,Tropical Black Earth,0,0,1.32,441.05195624759716,375.897737254902,0.31263405340626244,0.02763923819808555,28.02811162866776,0,0.11999999999999988,0.09084027252081747
Kintampo North,2014,1.97,542.42,27.12313725490196,76.4937908496732,18.27124183006536,0.5642483660130719,Forest Ochrosol,0,0,1.97,495.57339997436884,306.0595986928105,0.3500040062244076,0.020063492948843093,28.146603357639474,0,0.0,0.0
Kintampo South,2014,1.88,542.42,27.12313725490196,76.4937908496732,17.55333333333333,0.5642483660130719,Forest Ochrosol,0,0,1.85,476.10146928104564,306.0595986928105,0.3500040062244076,0.020063492948843093,29.235716852317644,0,0.029999999999999805,0.016207455429497464
Komenda Edina Eguafo Abirem,2014,1.4,846.06,25.81816993464052,86.92934640522876,15.692745098039214,0.8100653594771242,Forest Ochrosol,0,0,1.3,405.15795968217344,685.3638980392157,0.29362404009755305,0.03020584034821773,50.68429398705555,0,0.09999999999999987,0.07686395080707138
Kpandai,2014,1.5,768.49,27.109673202614378,80.71620915032679,18.037712418300654,0.5894117647058823,Savanna Ochrosol,0,0,1.54,488.99648898286983,452.9570470588235,0.33175392598967574,0.020968289473072325,40.36671965174044,0,-0.040000000000000036,-0.02595717066839717
Kpando,2014,1.6,632.42,27.09777777777778,78.510522875817,17.04830065359477,0.5534640522875818,Tropical Black Earth,0,0,1.55,461.9710625998547,350.02173594771244,0.34080744029441573,0.019697787371829468,35.04041805032973,0,0.050000000000000044,0.0322372662798195
Krachi East,2014,1.5,789.27,27.10934640522876,80.63209150326797,17.345359477124184,0.6056209150326797,Tropical Black Earth,0,0,1.23,470.22135858857706,477.99841960784306,0.33209177795160977,0.02154517953928751,43.02286913397272,0,0.27,0.21933387489845657
Krachi West,2014,1.41,789.27,27.10934640522876,80.63209150326797,17.734771241830067,0.6056209150326797,Tropical Black Earth,0,0,1.23,480.7780570122603,477.99841960784306,0.33209177795160977,0.02154517953928751,42.12861688098743,0,0.17999999999999994,0.14622258326563767
Kwabre East,2014,1.2,687.13,25.801830065359475,83.04254901960785,16.47751633986928,0.611437908496732,Forest Ochrosol,0,0,1.1,425.1500765004912,420.13733006535944,0.3070091324733581,0.022813289503204347,39.31508268326066,0,0.09999999999999987,0.0908265213442324
Kwaebibirem,2014,2.4,696.61,25.33372549019608,86.00738562091503,17.00509803921569,0.6522222222222221,Forest Ochrosol,0,0,2.2,430.8024856593619,454.34452222222217,0.2911675291632519,0.024767563650082147,38.689597717422075,0,0.19999999999999973,0.09086778736937744
Kwahu East,2014,2.15,667.24,25.684444444444445,83.49254901960785,17.00509803921569,0.6196732026143791,Forest Ochrosol,0,0,2.15,436.7664958605665,413.4707477124183,0.3039847269666815,0.023222263588979896,37.058393047720685,0,0.0,0.0
Kwahu South,2014,2.15,667.24,25.684444444444445,83.49254901960785,17.00509803921569,0.6196732026143791,Forest Ochrosol,0,0,2.15,436.7664958605665,413.4707477124183,0.3039847269666815,0.023222263588979896,37.058393047720685,0,0.0,0.0
Kwahu West,2014,2.2,667.24,25.684444444444445,83.49254901960785,17.00509803921569,0.6196732026143791,Forest Ochrosol,0,0,2.19,436.7664958605665,413.4707477124183,0.3039847269666815,0.023222263588979896,37.058393047720685,0,0.010000000000000231,0.004564125969876875
Lambussie Karni,2014,0.8,724.76,28.08797385620915,71.22300653594772,20.091045751633985,0.51,Savanna Ochrosol,0,0,0.85,564.3167678157972,369.62760000000003,0.388906183824248,0.017533019058704045,34.36339802846669,0,-0.04999999999999993,-0.05875440658049346
Lawra,2014,1.16,894.51,27.470065359477125,75.02535947712418,20.091045751633985,0.5941176470588235,Savanna Ochrosol,0,0,1.2,551.9023399376308,531.4441764705882,0.3613276615645966,0.020868151848518795,42.41183725708336,0,-0.040000000000000036,-0.033305578684429675
Ledzokuku Krowor,2014,1.09,596.92,26.12934640522876,85.77169934640523,16.374771241830068,0.7824836601307189,Coastal Savannah,0,0,1.2,427.86207008415573,467.0801464052287,0.30112751740537674,0.028842702232587048,34.35556023683952,0,-0.10999999999999988,-0.09159034138218142
Lower Manya Krobo,2014,2.05,569.24,25.984771241830067,84.27006535947712,17.00509803921569,0.6656209150326797,Forest Ochrosol,0,0,2.05,441.8735824939127,378.8980496732026,0.3047349750734307,0.024666539103391647,31.615490166183864,0,0.0,0.0
Mampong,2014,1.3,687.13,25.801830065359475,83.04254901960785,17.55333333333333,0.611437908496732,Forest Ochrosol,0,0,1.2,452.9081237472766,420.13733006535944,0.3070091324733581,0.022813289503204347,37.03539346029465,0,0.10000000000000009,0.08326394671107419
Mfantsiman,2014,1.8,803.99,25.40856209150327,88.08261437908496,15.692745098039214,0.7108496732026144,Forest Ochrosol,0,0,1.59,398.73008820966294,571.5160287581699,0.2852247014594663,0.026917394091339954,48.164037447288365,0,0.20999999999999996,0.1319924575738529
Nadowli,2014,1.24,738.34,27.803464052287584,73.1750980392157,20.091045751633985,0.5537254901960784,Savanna Ochrosol,0,0,1.4,558.6006683284206,408.8376784313726,0.37483555515610034,0.01922426723365245,35.00727316675602,0,-0.15999999999999992,-0.11420413990007133
Nanumba North,2014,1.41,719.92,27.21045751633987,79.800522875817,18.037712418300654,0.5986274509803922,Savanna Ochrosol,0,0,1.45,490.814407450126,430.9638745098039,0.3367609088144126,0.021220054677725777,37.815467750629125,0,-0.040000000000000036,-0.02756719503790492
Nanumba South,2014,1.35,719.92,27.21045751633987,79.800522875817,17.345359477124184,0.5986274509803922,Savanna Ochrosol,0,0,1.53,471.97516715793074,430.9638745098039,0.3367609088144126,0.021220054677725777,39.24262159581593,0,-0.17999999999999994,-0.11757021554539514
New Juaben,2014,2.25,569.24,25.984771241830067,84.27006535947712,17.00509803921569,0.6656209150326797,Forest Ochrosol,0,0,2.21,441.8735824939127,378.8980496732026,0.3047349750734307,0.024666539103391647,31.615490166183864,0,0.040000000000000036,0.018091361374943483
Nkoranza North,2014,1.75,593.7,26.1243137254902,80.24143790849674,17.55333333333333,0.5538562091503267,Forest Ochrosol,0,0,1.85,458.5687869281046,328.824431372549,0.3215639013543107,0.020419178702753234,31.99964067553001,0,-0.10000000000000009,-0.05402485143165861
Nkoranza South,2014,1.82,593.7,26.1243137254902,80.24143790849674,17.55333333333333,0.5538562091503267,Forest Ochrosol,0,0,1.88,458.5687869281046,328.824431372549,0.3215639013543107,0.020419178702753234,31.99964067553001,0,-0.05999999999999983,-0.031897926634768654
Nkwanta North,2014,1.3,768.49,27.109673202614378,80.71620915032679,17.345359477124184,0.5894117647058823,Tropical Black Earth,0,0,1.21,470.2270270067068,452.9570470588235,0.33175392598967574,0.020968289473072325,41.89015761496915,0,0.09000000000000008,0.07431874483897613
Nkwanta South,2014,1.4,810.49,25.269150326797384,83.75915032679738,17.345359477124184,0.6634640522875818,Tropical Black Earth,0,0,1.19,438.3024960997907,537.7309797385622,0.2981288772878167,0.025256395583178663,44.17956491998119,0,0.20999999999999996,0.17632241813602015
North Tongu,2014,1.53,593.88,26.49248366013072,80.62673202614378,17.04830065359477,0.6038562091503268,Tropical Black Earth,0,0,1.52,451.65182649835526,358.61812549019606,0.3245564657867913,0.02196441095011114,32.905036956025775,0,0.010000000000000009,0.00657462195923735
Nzema East,2014,1.2,961.15,25.627124183006536,87.48300653594771,15.431503267973856,0.7565359477124183,Forest Ochrosol,0,0,1.32,395.4650505788372,727.1445261437908,0.2896276379645292,0.02841222891788068,58.494343720415905,0,-0.1200000000000001,-0.09084027252081765
Obuasi,2014,1.2,847.1899999999999,25.34921568627451,87.9037908496732,16.47751633986928,0.7141176470588235,Forest Ochrosol,0,0,1.1,417.69211567345883,604.9933294117646,0.2851308751179949,0.027102045676100046,48.473134484641335,0,0.09999999999999987,0.0908265213442324
Offinso,2014,1.4,684.54,25.411633986928106,84.33045751633986,16.47751633986928,0.6189542483660131,Forest Ochrosol,0,0,1.3,418.72061424238535,423.69894117647056,0.29780262202463936,0.023434909353671634,39.16689229112286,0,0.09999999999999987,0.07686395080707138
Offinso North,2014,1.3,593.7,26.1243137254902,80.24143790849674,17.55333333333333,0.5538562091503267,Forest Ochrosol,0,0,1.2,458.5687869281046,328.824431372549,0.3215639013543107,0.020419178702753234,31.99964067553001,0,0.10000000000000009,0.08326394671107419
Prestea Huni Valley,2014,1.2,862.63,25.30065359477124,88.63803921568628,15.431503267973856,0.6983660130718955,Forest Ochrosol,0,0,1.23,390.42711862958686,602.4314738562092,0.28225353673670867,0.026553180914512926,52.49854416432646,0,-0.030000000000000027,-0.024370430544272972
Pru,2014,1.7,548.58,27.41202614379085,76.53954248366013,17.734771241830067,0.5435294117647058,Forest Ochrosol,0,0,1.73,486.1460129351959,298.16936470588234,0.35352318656725856,0.01913025875078214,29.281382351504664,0,-0.030000000000000027,-0.017331022530329306
Saboba,2014,1.45,683.8100000000001,27.38934640522876,76.14026143790849,18.246013071895423,0.523921568627451,Savanna Ochrosol,0,0,1.3,499.7463725404759,358.2628078431373,0.35505903006661327,0.018454865467806433,35.529956123668775,0,0.1499999999999999,0.11529592621060716
